station_id,station_name,latitude,longitude,date,variable,value,unit,timestamp_extraction
0PU21,CAROVIGNO,40.691944,17.630278,2026-06-03,rs_sum_daily,25284.0,W/m²,2026-06-04T07:10:03.060041
0PU21,CAROVIGNO,40.691944,17.630278,2026-06-03,tair_max_daily,30.9,°C,2026-06-04T07:09:57.318764
0PU21,CAROVIGNO,40.691944,17.630278,2026-06-03,tair_mean_daily,23.8,°C,2026-06-04T07:09:56.363548
0PU21,CAROVIGNO,40.691944,17.630278,2026-06-03,tair_min_daily,17.6,°C,2026-06-04T07:09:55.404093
0PU21,CAROVIGNO,40.691944,17.630278,2026-06-03,ws_max_daily,9.5,m/s,2026-06-04T07:10:05.666834
0PU21,CAROVIGNO,40.691944,17.630278,2026-06-03,ws_max_daily,5.8,m/s,2026-06-04T07:10:05.666839
0PU21,CAROVIGNO,40.691944,17.630278,2026-06-03,ws_mean_daily,1.2,m/s,2026-06-04T07:10:04.544673
0PU21,CAROVIGNO,40.691944,17.630278,2026-06-03,ws_mean_daily,3.2,m/s,2026-06-04T07:10:04.544679
0PU22,APRICENA,41.773335,15.438611,2026-06-03,precip_sum_daily,24.3,mm,2026-06-04T07:10:02.076195
0PU22,APRICENA,41.773335,15.438611,2026-06-03,rh_max_daily,99.0,%,2026-06-04T07:10:00.566695
0PU22,APRICENA,41.773335,15.438611,2026-06-03,rh_mean_daily,74.0,%,2026-06-04T07:09:59.546926
0PU22,APRICENA,41.773335,15.438611,2026-06-03,rh_min_daily,43.0,%,2026-06-04T07:09:58.271911
0PU22,APRICENA,41.773335,15.438611,2026-06-03,rs_sum_daily,13737.0,W/m²,2026-06-04T07:10:03.060050
0PU22,APRICENA,41.773335,15.438611,2026-06-03,tair_max_daily,29.0,°C,2026-06-04T07:09:57.318769
0PU22,APRICENA,41.773335,15.438611,2026-06-03,tair_mean_daily,21.9,°C,2026-06-04T07:09:56.363555
0PU22,APRICENA,41.773335,15.438611,2026-06-03,tair_min_daily,15.4,°C,2026-06-04T07:09:55.404098
0PU22,APRICENA,41.773335,15.438611,2026-06-03,ws_max_daily,20.5,m/s,2026-06-04T07:10:05.666844
0PU22,APRICENA,41.773335,15.438611,2026-06-03,ws_max_daily,8.6,m/s,2026-06-04T07:10:05.666849
0PU22,APRICENA,41.773335,15.438611,2026-06-03,ws_mean_daily,1.0,m/s,2026-06-04T07:10:04.544684
0PU22,APRICENA,41.773335,15.438611,2026-06-03,ws_mean_daily,3.3,m/s,2026-06-04T07:10:04.544689
0PU23,MANFREDONIA,41.541389,15.885833,2026-06-03,precip_sum_daily,2.8,mm,2026-06-04T07:10:02.076201
0PU23,MANFREDONIA,41.541389,15.885833,2026-06-03,rh_max_daily,93.0,%,2026-06-04T07:10:00.566698
0PU23,MANFREDONIA,41.541389,15.885833,2026-06-03,rh_mean_daily,78.0,%,2026-06-04T07:09:59.546929
0PU23,MANFREDONIA,41.541389,15.885833,2026-06-03,rh_min_daily,53.0,%,2026-06-04T07:09:58.271916
0PU23,MANFREDONIA,41.541389,15.885833,2026-06-03,rs_sum_daily,13408.0,W/m²,2026-06-04T07:10:03.060057
0PU23,MANFREDONIA,41.541389,15.885833,2026-06-03,tair_max_daily,27.0,°C,2026-06-04T07:09:57.318775
0PU23,MANFREDONIA,41.541389,15.885833,2026-06-03,tair_mean_daily,20.9,°C,2026-06-04T07:09:56.363561
0PU23,MANFREDONIA,41.541389,15.885833,2026-06-03,tair_min_daily,15.1,°C,2026-06-04T07:09:55.404103
